"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)"
2.989868193E0,7.712647915E-1,-1.398514271E0,1.189887047E0
2.997864737E0,9.313523769E-1,-1.427288055E0,1.722468376E0
3.005861434E0,5.389868021E-1,-9.716048241E-1,1.857001781E0
3.013887901E0,3.091084957E-1,-6.545720100E-1,1.286360741E0
3.021883214E0,5.293002129E-1,-5.925602913E-1,9.045019150E-1
3.029877681E0,1.138082385E0,-4.868297577E-1,4.625272751E-1
3.037874070E0,1.608577371E0,-4.588108063E-1,1.673889160E-1
3.045868768E0,1.896687150E0,-6.100316048E-1,-9.686422348E-2
3.053865774E0,1.378264785E0,-6.634235382E-3,-1.930127144E-1
3.061861394E0,7.420063019E-1,-2.532072067E-1,3.760476112E-1
3.069886938E0,1.062005162E0,-6.555757523E-1,7.601046562E-1
3.077882943E0,1.066802979E0,-9.810318947E-1,8.947081566E-1
3.085878410E0,6.297302842E-1,-9.556269646E-1,9.518160820E-1
3.093875338E0,5.263563395E-1,-9.036993980E-1,8.323907852E-1
3.101870651E0,6.571198702E-1,-8.171372414E-1,4.981899261E-1
3.109865118E0,7.289732695E-1,-8.047671318E-1,-8.848934174E-1
3.117859893E0,9.148721099E-1,-7.649636269E-1,-1.523470402E0
3.125855282E0,1.711484671E0,-7.281041145E-1,-1.499587059E0
3.133882672E0,2.522281170E0,-9.143519402E-1,-1.218275070E0
3.141876831E0,2.539900780E0,-1.029330254E0,-7.581539154E-1
3.149874760E0,1.930325747E0,-1.128279686E0,-2.068557739E-1
3.157869457E0,1.380796313E0,-1.283932686E0,1.179203987E-1
3.165866693E0,1.521003008E0,-1.160237789E0,-6.289482117E-2
3.173859314E0,1.081410646E0,-6.201930046E-1,-4.557094574E-1
3.181885243E0,6.479789019E-1,-1.154656410E-1,-1.035025597E0
3.189881786E0,8.752791882E-1,1.277971268E-1,-1.488379478E0
3.197876330E0,7.246911526E-1,1.169409752E-1,-1.513812065E0
3.205873796E0,6.886800528E-1,-2.230615616E-1,-4.585952759E-1
3.213868956E0,1.515039086E0,-9.960160255E-1,7.904877663E-1
3.221863730E0,9.531129599E-1,-1.419505119E0,1.201796055E0
3.229860351E0,-3.613477945E-1,-1.093665600E0,7.986111641E-1
3.237856356E0,-1.011557579E0,-1.572833538E0,-5.933566093E-1
3.245882516E0,-1.697307944E0,-1.494052410E0,-2.109233379E0
3.253878136E0,-3.597833395E0,-1.693361759E0,-7.548632622E-1
3.261873910E0,-1.078132629E0,-1.649202347E0,1.930401325E0
3.269869531E0,-1.913908720E0,-8.008956909E-1,-5.744013786E-1
3.277863767E0,-1.120181322E0,-1.071623802E0,-2.097856998E0
3.285859157E0,2.717083216E0,-1.078736305E0,-1.104774475E0
3.293886854E0,4.536791801E0,-9.338397980E-1,-4.244089127E-2
3.301881859E0,5.529200554E0,1.700677872E-1,1.186756134E0
3.309877942E0,3.979109287E0,7.692189217E-1,1.463493347E0
3.317873947E0,2.389203310E0,6.076292992E-1,8.688904762E0
3.325868414E0,-5.133343935E-1,1.714068890E0,1.337183952E0
3.333863419E0,8.727819920E-1,5.636882782E-2,2.624726295E0
3.341859194E0,-7.344862819E-1,3.197097778E-2,2.297985077E0
3.349885661E0,-1.485770822E0,-1.421654224E0,2.360842705E0
3.357880666E0,-1.426731825E0,-8.234009743E-1,1.828348160E0
3.365876748E0,-2.697834969E-1,3.285446167E-1,1.555703163E0
3.373871446E0,5.600250959E-1,9.762043953E-1,1.609834671E0
3.381868143E0,-1.104517817E0,6.520376205E-1,1.884372711E0
3.389864072E0,-7.841790915E-1,-1.922273636E-2,2.089550018E0
3.397860692E0,-1.645423174E-1,1.495776176E-1,1.170167923E0
3.405885313E0,6.537135839E-1,-1.834154129E-2,7.995347977E-1
3.413880395E0,1.247874141E0,-1.690917015E-1,1.328516006E-1
3.421875554E0,1.601807237E0,-1.492052078E-1,-1.917524338E-1
3.429873098E0,1.278950214E0,-6.637430191E-2,-4.408698082E-1
3.437870026E0,2.603856325E-1,-2.607660294E-1,-2.157154083E-1
3.445865416E0,8.705519438E-1,-1.909179688E-1,2.450389862E-1
3.453861114E0,9.321897030E-1,-6.840467453E-2,7.031993866E-1
3.461886965E0,6.041823626E-1,-4.294013977E-2,4.807901382E-1
3.469880739E0,3.714829683E-1,-4.385924339E-1,-2.413058281E-1
3.477875514E0,8.269906044E-1,-5.479397774E-1,-8.044977188E-1
3.485873981E0,9.574191570E-1,-4.634985924E-1,-6.502900124E-1
3.493868217E0,2.962912321E-1,-1.889748573E-1,-2.403903008E-1
3.501862376E0,-2.970749140E-1,1.765871048E-1,-3.929915428E-1
3.509859228E0,-7.464695573E-1,1.946821213E-1,-4.809584618E-1
3.517884233E0,-9.751308560E-1,5.297861099E-1,-4.207553864E-1
3.525880238E0,-2.139027119E0,2.949304581E-1,2.766825199E0
3.533876474E0,-3.394110203E-1,1.080650806E0,-9.262843132E-1
3.541871556E0,1.846123219E0,1.781749725E-1,-1.506562233E-1
3.549869408E0,2.911213875E0,-3.818950653E-1,1.204189777E0
3.557864182E0,2.405484676E0,-4.985885620E-1,1.885333061E0
3.565890341E0,2.030707121E0,-4.400987625E-1,8.350892067E-1
3.573885193E0,1.188738465E0,-2.966499329E-1,-1.383719444E-1
3.581882660E0,6.543896198E-1,-5.927610397E-2,-3.569374084E-1
3.589877126E0,-6.668853164E-1,3.201270103E-1,-3.406186104E-1
3.597872900E0,-8.857880831E-1,4.424605370E-1,-8.447389603E-1
3.605866368E0,-9.924287796E-1,5.209488869E-1,-1.052671432E0
3.613863604E0,-8.063916564E-1,5.251674652E-1,-3.648538589E-1
3.621860532E0,-1.311867714E0,5.797648430E-1,3.344278336E-1
3.629885229E0,-1.308787346E0,-1.196708679E-1,5.039930344E-1
3.637881774E0,-2.814676762E-1,-5.682487488E-1,4.358854294E-1
3.645876317E0,2.229055166E-1,-3.921175003E-1,7.491507530E-1
3.653871707E0,-4.946104288E-1,-5.692353249E-1,1.006835461E0
3.661866096E0,-5.128860474E-2,-7.284474373E-1,5.186066628E-1
3.669861872E0,1.431540251E-1,-8.561601639E-1,-2.810802460E-1
3.677859338E0,-8.143540621E-1,-7.107663155E-1,-9.053168297E-1
3.685883728E0,2.138235569E-1,-3.269782066E-1,-1.182705402E0
3.693880887E0,-2.070869207E-1,-2.545466423E-1,-1.568295002E0
3.701876354E0,-6.176263094E-1,-5.629429817E-1,-1.187113762E0
3.709871436E0,-3.991581202E-1,-6.440834999E-1,-4.715461731E-1
3.717868980E0,-2.184184790E-1,-6.832175255E-1,-3.395080566E-2
3.725861908E0,-2.567368746E-1,-6.459298134E-1,6.049261093E-1
3.733858760E0,-3.252565861E-1,-6.596279144E-1,7.620759010E-1
3.741884303E0,-3.770058155E-1,-6.395716667E-1,1.005704403E0
3.749878847E0,-5.625303984E-1,-7.699470520E-1,1.194861889E0
3.757876006E0,-8.834487200E-1,-1.019779205E0,1.492341518E0
3.765871089E0,-5.439699292E-1,-9.529151917E-1,1.172030449E0
3.773865632E0,-6.738107204E-1,-9.579358101E-1,1.278265953E0
3.781862868E0,-7.620606422E-1,-9.459385872E-1,1.176649094E0
3.789887488E0,-9.252231121E-1,-6.136631966E-1,1.217195511E0
3.797883494E0,-1.014709234E0,-4.450597763E-1,1.007905960E0
3.805881653E0,-9.014225006E-1,-3.991007805E-1,6.244916916E-1
3.813876351E0,-7.742173672E-1,-2.405653000E-1,5.413942337E-1
3.821870894E0,-7.657451630E-1,-3.909029961E-1,-1.845932007E-2
3.829866823E0,-5.607559681E-1,-4.557242393E-1,-1.749968529E-1
3.837865059E0,1.832407713E-1,-4.033484459E-1,1.313251972E0
3.845858525E0,1.886917949E-1,-1.369304657E-1,2.438856602E0
3.853883146E0,-9.328955412E-2,4.190745354E-1,-1.603560925E0
3.861880383E0,1.012066841E0,6.035399437E-1,-1.373531342E0
3.869874234E0,1.379845738E0,3.536019325E-1,-1.908359528E-1
3.877871854E0,7.449853420E-1,1.875562668E-1,-2.799749374E-1
3.885866936E0,6.588390470E-1,3.430328369E-1,2.396926880E-1
3.893862019E0,6.057228446E-1,3.399701118E-1,2.997303009E-1
3.901887178E0,5.640755892E-1,2.531924248E-1,-2.286510468E-1
3.909884106E0,1.343597054E0,3.140721321E-1,9.045538902E-1
3.917881111E0,1.118495941E0,1.279726028E-1,7.364792824E-1
3.925873732E0,6.069084406E-1,3.402709961E-3,2.985095978E-2
3.933872507E0,5.221267343E-1,-1.392407417E-1,2.109251022E-1
3.941864819E0,3.088969886E-1,-4.506502151E-1,-2.070240974E-1
3.949860209E0,-1.808030009E-1,-6.052637100E-1,-2.151103020E-1
3.957887830E0,-5.508933067E-1,-6.679062843E-1,-3.902258873E-1
3.965882374E0,-8.674740791E-1,-6.363697052E-1,-3.013253212E-1
3.973880764E0,-1.093479395E0,-5.082607269E-1,-2.844233513E-1
3.981875846E0,-1.024153233E0,-2.798409462E-1,-2.519130707E-2
3.989871004E0,-7.698396444E-1,-4.840850830E-3,2.184638977E-1
3.997868164E0,-2.673910856E-1,1.537199020E-1,2.447118759E-1
4.005861169E0,9.800013900E-2,3.207802773E-1,1.704845428E-1
4.013888482E0,4.873816669E-2,5.779695511E-1,9.621238708E-2
4.021882025E0,-3.430804312E-1,7.901630402E-1,1.096353531E-1
4.029879878E0,-6.912281513E-1,7.397756577E-1,1.315927505E-1
4.037873806E0,-8.684743643E-1,5.127835274E-1,1.310548782E-1
4.045868580E0,-1.073000550E0,3.429708481E-1,1.396551132E-1
4.053866739E0,-1.160971045E0,1.863822937E-1,9.570121765E-2
4.061861437E0,-1.274919629E0,3.335714340E-2,-3.079228401E-1
4.069857211E0,-1.450480461E0,-1.191363335E-1,-4.779734612E-1
4.077884909E0,-1.626735330E0,-2.043800354E-1,-4.781999588E-1
4.085877837E0,-1.721779227E0,-2.429203987E-1,-3.308582306E-1
4.093876304E0,-1.622216702E0,-2.332005501E-1,-9.037160873E-2
4.101871925E0,-1.364403009E0,-1.764154434E-1,1.101412773E-1
4.109865776E0,-7.769093513E-1,-5.440330505E-2,-2.782106400E-2
4.117861550E0,-1.667589545E-1,1.910252571E-1,-3.550386429E-2
4.125889249E0,1.672488451E-1,3.969168663E-1,-1.594028473E-1
4.133883638E0,2.693833411E-1,5.902853012E-1,-3.234324455E-1
4.141877797E0,2.539090514E-1,6.551518440E-1,-6.387577057E-1
4.149873187E0,7.680288982E-3,6.889424324E-1,-7.499237061E-1
4.157868962E0,-3.885086179E-1,7.251019478E-1,-7.975907326E-1
4.165865890E0,-7.106025219E-1,6.735887527E-1,-7.638983727E-1
4.173861818E0,-1.010869265E0,5.933947563E-1,-7.559452057E-1
4.181888285E0,-1.068130493E0,5.552148819E-1,-7.273898125E-1
4.189884906E0,-1.076609731E0,5.869340897E-1,-6.321315765E-1
4.197879450E0,-1.072546244E0,5.539460182E-1,-5.368251801E-1
4.205873839E0,-1.058984637E0,5.584917068E-1,-3.978052139E-1
4.213870844E0,-1.084882617E0,5.210485458E-1,-3.990035057E-1
4.221866158E0,-1.157481313E0,5.425324440E-1,-4.856295586E-1
4.229860701E0,-1.159388781E0,5.865144730E-1,-5.705895424E-1
4.237885937E0,-1.141266227E0,6.244149208E-1,-5.891351700E-1
4.245881942E0,-1.150976658E0,5.589599609E-1,-5.232968330E-1
4.253880410E0,-9.465768337E-1,4.792852402E-1,-2.488360405E-1
4.261876107E0,-7.644851804E-1,5.682873726E-1,4.945421219E-2
4.269867728E0,-4.365563989E-1,5.731525421E-1,4.920310974E-1
4.277865579E0,-1.482229978E-1,6.018319130E-1,6.042857170E-1
4.285861585E0,1.192171872E-1,5.968885422E-1,6.612429619E-1
4.293885282E0,9.314201772E-2,6.185708046E-1,5.931878090E-1
4.301883133E0,-5.004921556E-2,5.283002853E-1,5.435442924E-1
4.309878523E0,-3.139848113E-1,4.394335747E-1,4.732909203E-1
4.317872760E0,-5.527583361E-1,3.701353073E-1,5.245299339E-1
4.325868995E0,-7.272971869E-1,3.381199837E-1,5.454521179E-1
4.333865308E0,-8.328507543E-1,3.699522018E-1,6.650867462E-1
4.341860467E0,-7.208300829E-1,4.342074394E-1,8.861427307E-1
4.349888165E0,-3.601785004E-1,5.181655884E-1,1.008168697E0
4.357881709E0,1.833027601E-2,5.132584572E-1,9.629998207E-1
4.365877945E0,4.642359316E-1,5.387692451E-1,1.045906067E0
4.373874565E0,7.990013957E-1,5.988626480E-1,1.214665890E0
4.381869109E0,9.086193442E-1,8.380870819E-1,1.600205898E0
4.389864730E0,1.072393417E0,8.039588928E-1,1.795158863E0
4.397861120E0,1.315071821E0,5.839242935E-1,1.924942017E0
4.405886586E0,1.383849740E0,3.904209137E-1,1.954112053E0
4.413882669E0,1.258550167E0,2.578639984E-1,1.881558418E0
4.421876136E0,9.516076446E-1,2.382125854E-1,1.775002003E0
4.429873448E0,3.769754171E-1,2.276763916E-1,1.410254955E0
4.437868761E0,7.421499491E-2,1.352572441E-1,9.430994987E-1
4.445864844E0,-2.388517261E-1,2.975130081E-2,2.642998695E-1
4.453859311E0,-1.912094355E-1,-1.245126724E-1,-2.598838806E-1
4.461886085E0,-2.011828572E-1,-2.699422836E-1,-7.947502136E-1
4.469883628E0,-3.188557327E-1,-3.337206841E-1,-1.046926975E0
4.477877403E0,-3.958092332E-1,-3.637194633E-1,-1.311090469E0
4.485871947E0,-3.085571527E-1,-4.241046906E-1,-1.219284058E0
4.493869106E0,-3.955867887E-2,-5.798807144E-1,-9.460625648E-1
4.501863342E0,1.970519423E-1,-7.076330185E-1,-5.478854179E-1
4.509860500E0,5.164511204E-1,-7.969536781E-1,-1.908283234E-1
4.517885737E0,7.068079114E-1,-7.685627937E-1,1.732349396E-2
4.525879896E0,9.429960251E-1,-7.574944496E-1,2.524456978E-1
4.533877517E0,1.102954149E0,-8.320546150E-1,4.201102257E-1
4.541871060E0,1.381914735E0,-9.581522942E-1,4.886083603E-1
4.549868835E0,1.580476522E0,-1.055809498E0,3.828001022E-1
4.557863917E0,1.789773345E0,-1.109575748E0,1.926212311E-1
4.565860230E0,2.099263430E0,-1.178100586E0,8.448934555E-2
4.573886081E0,2.458404064E0,-1.167410374E0,1.583132744E-1
4.581881164E0,2.641277313E0,-1.106366158E0,1.483445168E-1
4.589876015E0,2.530702829E0,-9.808907509E-1,8.342266083E-2
4.597872943E0,2.263420820E0,-8.605542183E-1,-3.642129898E-2
4.605868333E0,2.016101360E0,-8.813395500E-1,-1.638951302E-1
4.613865185E0,1.794258356E0,-9.638047218E-1,-3.352184296E-1
4.621888652E0,1.448534966E0,-1.006917000E0,-4.885630608E-1
4.629885272E0,1.075723410E0,-9.360280037E-1,-6.242833138E-1
4.637881508E0,5.576648712E-1,-7.811965942E-1,-7.601017952E-1
4.645890129E0,2.312669754E-1,-6.074752808E-1,-7.590465546E-1
4.653874211E0,-1.259061694E-1,-3.571777344E-1,-6.763272285E-1
4.661866524E0,-2.634430528E-1,-2.151565552E-1,-6.000237465E-1
4.669862221E0,-1.306700259E-1,1.227636337E-1,-4.799661636E-1
4.677860689E0,-1.266396046E-2,2.507863045E-1,-3.101854324E-1
4.685886771E0,3.957413435E-1,2.968583107E-1,-2.016115189E-2
4.693882468E0,6.493252516E-1,3.047990799E-1,-6.810760498E-2
4.701875396E0,7.276180387E-1,2.836174965E-1,-1.710915565E-1
4.709871402E0,7.069063187E-1,1.870388985E-1,-3.257317543E-1
4.717870253E0,6.450515985E-1,2.538013458E-2,-3.387222290E-1
4.725864028E0,5.603604913E-1,-9.804105759E-2,-4.043045044E-1
4.733888956E0,6.181145310E-1,-2.982072830E-1,-4.721379280E-1
4.741884346E0,5.676140189E-1,-4.042596817E-1,-5.070724487E-1
4.749881274E0,4.460580945E-1,-4.181876183E-1,-3.945426941E-1
4.757876356E0,3.955245614E-1,-4.693088531E-1,-2.781596184E-1
4.765872361E0,4.271563888E-1,-5.821285248E-1,-1.191000938E-1
4.773866290E0,4.398435950E-1,-6.376299858E-1,-6.281280518E-2
4.781863834E0,4.636194110E-1,-5.900936127E-1,-1.141915321E-1
4.789888147E0,6.321969628E-1,-5.377230644E-1,-5.782890320E-2
4.797887229E0,8.726592064E-1,-3.350596428E-1,-1.770782471E-2
4.805882542E0,8.835270405E-1,-8.451080322E-2,-1.048889160E-1
4.813876470E0,8.361616731E-1,6.860494614E-2,-1.450891495E-1
4.821872091E0,7.936685681E-1,1.194815636E-1,-3.202610016E-1
4.829867557E0,6.393113136E-1,1.587862968E-1,-4.864511490E-1
4.837862563E0,4.572870135E-1,1.559996605E-1,-6.154584885E-1
4.845890953E0,3.693145812E-1,8.006906509E-2,-9.204320908E-1
4.853883266E0,1.579752266E-1,4.711866379E-2,-1.057681561E0
4.861881117E0,7.527947426E-2,1.485986710E-1,-1.111420631E0
4.869874892E0,1.239599213E-1,1.900515556E-1,-1.138623714E0
4.877870282E0,2.982389331E-1,3.035106659E-1,-1.010984421E0
4.885866671E0,5.744526982E-1,3.217434883E-1,-1.053971767E0
4.893862984E0,8.966092467E-1,3.509521484E-1,-1.151044369E0
4.901889144E0,1.127576947E0,3.984408379E-1,-1.124404907E0
4.909885149E0,1.344558001E0,4.282908440E-1,-1.005753040E0
4.917878693E0,1.434565783E0,4.826178551E-1,-8.929953575E-1
4.925874928E0,1.252951384E0,5.628461838E-1,-8.108983040E-1
4.933871934E0,9.714884162E-1,6.068291664E-1,-6.806054115E-1
4.941865170E0,7.014798522E-1,5.400371552E-1,-4.659013748E-1
4.949862944E0,5.403461456E-1,5.043530464E-1,-3.249707222E-1
4.957888180E0,3.182027936E-1,4.672822952E-1,-1.037888527E-1
4.965882955E0,1.710170805E-1,3.961548805E-1,-6.667613983E-2
4.973879653E0,2.111682594E-1,2.028450966E-1,-2.379841805E-1
4.981875658E0,2.794732153E-1,1.493358612E-1,-3.983383179E-1
4.989871663E0,4.011898041E-1,1.553430557E-1,-3.595991135E-1
4.997867360E0,5.974763632E-1,1.163206100E-1,-3.767752647E-1
5.005862674E0,-5.558362007E-1,2.937626839E-1,-9.122686386E-1
5.013887371E0,2.103469610E0,2.325296402E-2,1.593356133E-1
5.021884607E0,1.135425091E0,3.581438065E-1,-1.249086857E0
5.029879920E0,1.123327494E0,3.797450066E-1,-6.009106636E-1
5.037874080E0,1.437505126E0,1.728639603E-1,-8.781013489E-1
5.045872315E0,1.157257557E0,1.671943665E-1,-6.572546959E-1
5.053866474E0,5.823650956E-1,1.820464134E-1,-3.564109802E-1
5.061860633E0,1.785869300E-1,1.325888634E-1,-2.163710594E-1
5.069888947E0,-2.110732049E-1,1.157979965E-1,-4.956102371E-2
5.077882798E0,-4.051295519E-1,1.207633018E-1,9.797906876E-2
5.085881495E0,-4.117383361E-1,1.254749298E-1,2.841887474E-1
5.093876577E0,-1.970830411E-1,1.453313828E-1,4.242811203E-1
5.101870199E0,-1.198758706E-1,4.670758247E-1,5.690832138E-1
5.109866819E0,1.432081461E-1,6.641569138E-1,6.183791161E-1
5.117861824E0,3.756070137E-1,9.061932564E-1,6.275424957E-1
5.125887444E0,5.468011498E-1,1.063256264E0,5.636143684E-1
5.133882835E0,6.436538100E-1,1.244918823E0,4.464311600E-1
5.141877917E0,5.615998507E-1,1.352306366E0,3.701767921E-1
5.149876307E0,-1.108232290E-1,1.386448860E0,3.290934563E-1
5.157871158E0,7.564877272E-1,1.092125893E0,1.059662342E0
5.165868087E0,-3.175735474E-1,1.373463631E0,7.528510094E-1
5.173860630E0,-6.871997118E-1,1.465982437E0,1.188075542E0
5.181889866E0,-5.482640266E-1,1.097710609E0,1.255825520E0
5.189884025E0,-5.139369369E-1,8.091020584E-1,1.322856903E0
5.197878800E0,-4.953633249E-1,4.491100311E-1,1.169054985E0
5.205876344E0,-6.052743196E-1,1.117014885E-1,1.030794621E0
5.213870503E0,-9.055047035E-1,-1.022553444E-1,8.024339676E-1
5.221865661E0,-1.007217646E0,-2.691340446E-1,5.625920296E-1
5.229860360E0,-9.149280787E-1,-3.086042404E-1,3.818593025E-1
5.237886519E0,-8.374527097E-1,-2.422447205E-1,3.081598282E-1
5.245883754E0,-9.018194675E-1,-7.315778732E-2,3.973531723E-1
5.253879836E0,-8.843998909E-1,2.643585205E-2,4.768280983E-1
5.261873689E0,-7.860922217E-1,9.046602249E-2,6.564126015E-1
5.269869924E0,-7.275087833E-1,6.270074844E-2,9.229378700E-1
5.277864699E0,-6.778010726E-1,-1.265525818E-3,1.235223770E0
5.285863165E0,-7.623823881E-1,-7.778930664E-2,1.440379143E0
5.293886325E0,-1.080149055E0,-7.477855682E-2,1.697734833E0
5.301882638E0,-1.286578536E0,-9.897422791E-2,1.776432037E0
5.309879874E0,-1.406367779E0,-1.417279243E-1,1.612807274E0
5.317785220E0,-1.404600263E0,-2.023057938E-1,1.251716614E0
5.325779044E0,-1.374166131E0,-2.909574509E-1,7.368535995E-1
5.333774714E0,-1.286452055E0,-3.926720619E-1,4.530363083E-1
5.341768845E0,-1.122556806E0,-5.920071602E-1,1.902709007E-1
5.349795977E0,-9.195516109E-1,-8.012323380E-1,7.865667343E-2
5.357792494E0,-6.045740843E-1,-9.290676117E-1,6.759881973E-2
5.365234319E0,-3.664834499E-1,-9.951305389E-1,1.940250397E-3
5.373781449E0,3.791749477E-2,-1.148547173E0,-3.209114075E-4
5.381778888E0,4.766296148E-1,-1.268645763E0,-1.124982834E-1
5.389773020E0,6.454906464E-1,-1.267161369E0,-2.145385742E-1
5.397801690E0,5.677395463E-1,-1.230872154E0,-3.230824471E-1
5.405794514E0,3.474507928E-1,-1.254749298E0,-3.689408302E-1
5.413791107E0,5.599500611E-3,-1.245347977E0,-5.293450356E-1
5.421785854E0,-4.372009933E-1,-1.214065552E0,-5.463113785E-1
5.429783062E0,-8.104907274E-1,-1.172326088E0,-5.113892555E-1
5.437778502E0,-8.896218538E-1,-1.184582233E0,-5.516667366E-1
5.445775403E0,-9.047750831E-1,-1.123768330E0,-6.242237091E-1
5.453769458E0,-7.508050799E-1,-1.085342884E0,-6.048765182E-1
5.461793819E0,-4.039820135E-1,-1.083485603E0,-5.656318665E-1
5.469791259E0,-5.759491771E-2,-9.884471893E-1,-4.375410080E-1
5.477786314E0,1.764746904E-1,-8.834547997E-1,-1.685395241E-1
5.485903599E0,3.248530626E-1,-6.794533730E-1,-3.206491470E-2
5.493776115E0,4.013475180E-1,-5.802888870E-1,-1.354994774E-1
5.501774862E0,2.034082860E-1,-5.055150986E-1,-1.129684448E-1
5.509769379E0,-4.456841201E-2,-4.511446953E-1,-2.541046143E-1
5.517794895E0,-2.652581632E-1,-4.866228104E-1,-3.268623352E-1
5.525791180E0,-4.230942726E-1,-4.973616600E-1,-4.170913696E-1
5.533784696E0,-7.023484111E-1,-5.615372658E-1,-6.070256233E-1
5.541781521E0,-6.440943480E-1,-7.319359779E-1,-5.302762985E-1
5.549777191E0,-7.577456832E-1,-6.969165802E-1,-7.091560364E-1
5.557772553E0,-8.979970217E-1,-5.606985092E-1,-6.491727829E-1
5.565769838E0,-7.793183923E-1,-5.203857422E-1,-7.733430862E-1
5.573794047E0,-6.405352950E-1,-4.634757042E-1,-7.967853546E-1
5.581789410E0,-8.076395392E-1,-2.563652992E-1,-7.670006752E-1
5.589787310E0,-8.108837008E-1,-2.104401588E-1,-7.795271873E-1
5.597780134E0,-9.430321455E-1,-2.086772919E-1,-7.574439049E-1
5.605777727E0,-1.278232694E0,-1.555657387E-1,-8.704261780E-1
5.613774013E0,-1.773651242E-1,-3.534660339E-1,-5.958123207E-1
5.621766298E0,-5.539907217E-1,-9.800958633E-2,-7.335762978E-1
5.629794584E0,-2.925751805E-1,2.410984039E-2,-2.492690086E-1
5.637789946E0,-4.752680659E-3,-4.872035980E-2,-1.828236580E-1
5.645785001E0,-2.065788060E-1,6.449222565E-2,-1.276044846E-1
5.653780901E0,-4.357236624E-1,9.136629105E-2,-1.009645462E-1
5.661778725E0,-7.240005136E-1,8.546161652E-2,-5.591487885E-2
5.669770780E0,-8.900035620E-1,7.777214050E-2,-7.849121094E-2
5.677767605E0,-9.408082962E-1,1.912341118E-1,-8.805227280E-2
5.685794043E0,-8.237860203E-1,2.636575699E-1,-1.379003525E-1
5.693789175E0,-7.127509117E-1,3.533849716E-1,-1.595692635E-1
5.701785768E0,-7.570506930E-1,4.827208519E-1,-1.419663429E-1
5.709781977E0,-6.399698257E-1,4.059276581E-1,-1.035232544E-1
5.717776185E0,-6.215868592E-1,3.488402367E-1,4.435873032E-2
5.725772163E0,-6.711339951E-1,3.518743515E-1,2.613692284E-1
5.733766910E0,-5.900236964E-1,3.283720016E-1,4.044179916E-1
5.741795195E0,-5.639466047E-1,4.292492867E-1,7.224192619E-1
5.749787404E0,-2.452254891E-1,5.153946877E-1,1.174966812E0
5.757783151E0,-7.189005613E-2,5.972137451E-1,1.770889759E0
5.765778514E0,-3.436603844E-1,7.433505058E-1,2.465648651E0
5.773774415E0,-6.849101782E-1,1.017382622E0,2.855976582E0
5.781772930E0,-1.066984653E0,1.209696293E0,3.249570370E0
5.789767293E0,-1.137600541E0,1.388910294E0,3.470125198E0
5.797791963E0,-1.186739683E0,1.466203690E0,3.441658974E0
5.805788555E0,-9.628148079E-1,1.262221336E0,2.907755375E0
5.813784764E0,-6.944217682E-1,9.469084740E-1,2.349794865E0
5.821778588E0,-3.673876524E-1,7.229752541E-1,1.849754810E0
5.829776182E0,-1.122183502E-1,7.342710495E-1,1.665750980E0
5.837771237E0,4.992997944E-1,7.179841995E-1,1.617450714E0
5.845797060E0,1.215268135E0,6.225943565E-1,1.645721436E0
5.853792346E0,1.727597594E0,5.161728859E-1,1.710932732E0
5.861787478E0,2.030047178E0,3.341979980E-1,1.929643631E0
5.869782839E0,2.026825428E0,7.963323593E-2,1.731635094E0
5.877778202E0,1.615537763E0,8.281564713E-2,1.456442833E0
5.885773257E0,1.347368956E0,-3.482694626E-1,1.176175117E0
5.893771389E0,1.152799368E0,-6.614360809E-1,1.018422604E0
5.901796212E0,9.250315428E-1,-8.883452415E-1,8.330826759E-1
5.909792267E0,6.282784939E-1,-1.042638302E0,8.229389191E-1
5.917788245E0,5.531857610E-1,-1.261284351E0,8.356380463E-1
5.925782992E0,5.256587267E-1,-1.409631729E0,8.682131767E-1
5.933780431E0,6.173706055E-1,-1.575304031E0,9.870896339E-1
5.941773101E0,8.472346663E-1,-1.775369167E0,1.082583427E0
5.949768694E0,1.087345719E0,-1.932044983E0,1.146718979E0
5.957796365E0,1.344772220E0,-2.005211830E0,1.381542683E0
5.965792034E0,1.625472546E0,-2.044420719E0,1.628457546E0
5.973786243E0,1.697695017E0,-2.044774532E0,1.751097679E0
